,id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,professional_roles,accept_incomplete_resumes,experience,employment,adv_response_url,is_adv_vacancy,adv_context
0,93953781,False,Junior Data Scientist,,False,False,"{'id': '74', 'name': 'Польша', 'url': 'https://api.hh.ru/areas/74'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-02-28T14:56:30+0300,2024-02-28T14:56:30+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=93953781,,https://api.hh.ru/vacancies/93953781?host=hh.ru,https://hh.ru/vacancy/93953781,[],"{'id': '10517008', 'name': 'HIRE5 INC', 'url': 'https://api.hh.ru/employers/10517008', 'alternate_url': 'https://hh.ru/employer/10517008', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=10517008', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Foundations of <highlighttext>machine</highlighttext> <highlighttext>learning</highlighttext> and deep <highlighttext>learning</highlighttext>. Practical experience with LLMs and prompt <highlighttext>engineering</highlighttext>. Familiarity with various NLP tasks like...', 'responsibility': 'Master <highlighttext>data</highlighttext> collection and curation: Leverage advanced tools and platforms to gather, preprocess, and organize <highlighttext>data</highlighttext> from various sources, tailor...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,"[{'id': '165', 'name': 'Дата-сайентист'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
1,93953782,False,Junior Data Scientist,,False,False,"{'id': '146', 'name': 'Сербия', 'url': 'https://api.hh.ru/areas/146'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-02-28T14:56:30+0300,2024-02-28T14:56:30+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=93953782,,https://api.hh.ru/vacancies/93953782?host=hh.ru,https://hh.ru/vacancy/93953782,[],"{'id': '10517008', 'name': 'HIRE5 INC', 'url': 'https://api.hh.ru/employers/10517008', 'alternate_url': 'https://hh.ru/employer/10517008', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=10517008', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Foundations of <highlighttext>machine</highlighttext> <highlighttext>learning</highlighttext> and deep <highlighttext>learning</highlighttext>. Practical experience with LLMs and prompt <highlighttext>engineering</highlighttext>. Familiarity with various NLP tasks like...', 'responsibility': 'Master <highlighttext>data</highlighttext> collection and curation: Leverage advanced tools and platforms to gather, preprocess, and organize <highlighttext>data</highlighttext> from various sources, tailor...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,"[{'id': '165', 'name': 'Дата-сайентист'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
2,92770845,False,Junior Data Engineer,,False,False,"{'id': '13', 'name': 'Армения', 'url': 'https://api.hh.ru/areas/13'}","{'from': None, 'to': 900, 'currency': 'EUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2024-02-28T13:11:28+0300,2024-02-28T13:11:28+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=92770845,,https://api.hh.ru/vacancies/92770845?host=hh.ru,https://hh.ru/vacancy/92770845,[],"{'id': '3380507', 'name': 'AppQuantum', 'url': 'https://api.hh.ru/employers/3380507', 'alternate_url': 'https://hh.ru/employer/3380507', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/2799480.png', '90': 'https://hhcdn.ru/employer-logo/2799479.png', 'original': 'https://hhcdn.ru/employer-logo-original/589556.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3380507', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Python: pandas, multithreading, asynchrony, code profiling. SQL. Уверенный пользователь Linux. Знания Shell (Bash). Git. Уровень знания английского B1. ', 'responsibility': 'Оптимизация схем баз <highlighttext>данных</highlighttext> (ClickHouse, PostgreSQL). Поддержка автоматической проверки качества <highlighttext>данных</highlighttext> и оповещения. Разработка тестов для pipeline <highlighttext>данных</highlighttext>. Подготовка <highlighttext>data</highlighttext>...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '165', 'name': 'Дата-сайентист'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
3,93953780,False,Junior Data Scientist,,False,False,"{'id': '13', 'name': 'Армения', 'url': 'https://api.hh.ru/areas/13'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-02-28T14:56:30+0300,2024-02-28T14:56:30+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=93953780,,https://api.hh.ru/vacancies/93953780?host=hh.ru,https://hh.ru/vacancy/93953780,[],"{'id': '10517008', 'name': 'HIRE5 INC', 'url': 'https://api.hh.ru/employers/10517008', 'alternate_url': 'https://hh.ru/employer/10517008', 'logo_urls': None, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=10517008', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Foundations of <highlighttext>machine</highlighttext> <highlighttext>learning</highlighttext> and deep <highlighttext>learning</highlighttext>. Practical experience with LLMs and prompt <highlighttext>engineering</highlighttext>. Familiarity with various NLP tasks like...', 'responsibility': 'Master <highlighttext>data</highlighttext> collection and curation: Leverage advanced tools and platforms to gather, preprocess, and organize <highlighttext>data</highlighttext> from various sources, tailor...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,"[{'id': '165', 'name': 'Дата-сайентист'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
4,94019232,False,"Разработчик операций AI, Python/React (Удаленно) для меняющих профессию на разработчика",,False,False,"{'id': '146', 'name': 'Сербия', 'url': 'https://api.hh.ru/areas/146'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-02-29T11:22:18+0300,2024-02-29T11:22:18+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=94019232,,https://api.hh.ru/vacancies/94019232?host=hh.ru,https://hh.ru/vacancy/94019232,[],"{'id': '2870783', 'name': 'LATOKEN', 'url': 'https://api.hh.ru/employers/2870783', 'alternate_url': 'https://hh.ru/employer/2870783', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1057727.png', '90': 'https://hhcdn.ru/employer-logo/5851549.png', '240': 'https://hhcdn.ru/employer-logo/5851550.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2870783', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Желание общаться с десятком кандидатов в день. Знание Английского, уровень - B2. Преимущества: Возможность работать с передовыми технологиями <highlighttext>AI</highlighttext> и...', 'responsibility': 'Customer Support: ваша задача помогать клиентам с помощью чата-поддержки, а затем автоматизировать его с помощью современных <highlighttext>AI</highlighttext> решений. - '}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'noExperience', 'name': 'Нет опыта'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
5,94137061,False,Data Engineer for Swedish automotive company,,False,False,"{'id': '149', 'name': 'Швеция', 'url': 'https://api.hh.ru/areas/149'}","{'from': 4300, 'to': 5100, 'currency': 'USD', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'город Гётеборг', 'street': None, 'building': None, 'lat': 57.707138, 'lng': 11.967114, 'description': None, 'raw': 'город Гётеборг', 'metro': None, 'metro_stations': [], 'id': '13112664'}",,,2024-03-02T12:52:50+0300,2024-03-02T12:52:50+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=94137061,,https://api.hh.ru/vacancies/94137061?host=hh.ru,https://hh.ru/vacancy/94137061,[],"{'id': '9760276', 'name': 'Lingonberry Talent Acquisition', 'url': 'https://api.hh.ru/employers/9760276', 'alternate_url': 'https://hh.ru/employer/9760276', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1085317.png', '240': 'https://hhcdn.ru/employer-logo/5961898.png', '90': 'https://hhcdn.ru/employer-logo/5961897.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9760276', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Passion for improving code quality as well as <highlighttext>data</highlighttext> quality. Knowledgeable about <highlighttext>data</highlighttext> modeling, <highlighttext>data</highlighttext> access, and <highlighttext>data</highlighttext> storage techniques. ', 'responsibility': 'The <highlighttext>data</highlighttext> <highlighttext>engineering</highlighttext> team is working to bridge the gap between <highlighttext>data</highlighttext> producers and <highlighttext>data</highlighttext> consumers. Our focus is to...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '96', 'name': 'Программист, разработчик'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
6,93360510,False,Data Engineer (Remote),,False,False,"{'id': '109', 'name': 'Эстония', 'url': 'https://api.hh.ru/areas/109'}","{'from': 3000, 'to': None, 'currency': 'EUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2024-03-02T16:38:01+0300,2024-03-02T16:38:01+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=93360510,,https://api.hh.ru/vacancies/93360510?host=hh.ru,https://hh.ru/vacancy/93360510,[],"{'id': '4542494', 'name': 'Apliteni', 'url': 'https://api.hh.ru/employers/4542494', 'alternate_url': 'https://hh.ru/employer/4542494', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3366849.png', '90': 'https://hhcdn.ru/employer-logo/3366848.png', 'original': 'https://hhcdn.ru/employer-logo-original/731443.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4542494', 'accredited_it_employer': False, 'trusted': True}","{'requirement': '...хранилищ <highlighttext>данных</highlighttext>. Хорошие аналитические навыки и знание основ статистики. Желателен опыт работы в области веб-<highlighttext>аналитики</highlighttext> и продуктовой <highlighttext>аналитики</highlighttext>. ', 'responsibility': '...в <highlighttext>данных</highlighttext> и улучшения инфраструктуры <highlighttext>данных</highlighttext>. Интеграция источников <highlighttext>данных</highlighttext> и настройка синхронизации <highlighttext>данных</highlighttext> между сервисами. Ведение документации по платформе <highlighttext>данных</highlighttext>...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
7,93308666,False,Data Analyst,,False,False,"{'id': '146', 'name': 'Сербия', 'url': 'https://api.hh.ru/areas/146'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-02-15T21:10:02+0300,2024-02-15T21:10:02+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=93308666,,https://api.hh.ru/vacancies/93308666?host=hh.ru,https://hh.ru/vacancy/93308666,[],"{'id': '9757724', 'name': 'HuntIT', 'url': 'https://api.hh.ru/employers/9757724', 'alternate_url': 'https://hh.ru/employer/9757724', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1084973.png', '240': 'https://hhcdn.ru/employer-logo/5960522.png', '90': 'https://hhcdn.ru/employer-logo/5960521.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9757724', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Инициативность, внедрение новых решений и технологий в <highlighttext>аналитику</highlighttext>. Структурное мышление, умение декомпозировать задачу, способность видеть закономерности в <highlighttext>данных</highlighttext>, глубоко погружаться...', 'responsibility': 'Обработка и анализ больших массивов <highlighttext>данных</highlighttext>. Построение дашбордов в Tableau, подготовка витрин для дашбордов. Полный флоу по проведению АБ-тестов. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '156', 'name': 'BI-аналитик, аналитик данных'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
8,93301944,False,Data Analyst (Middle/Middle+),,False,False,"{'id': '146', 'name': 'Сербия', 'url': 'https://api.hh.ru/areas/146'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-02-15T17:19:43+0300,2024-02-15T17:19:43+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=93301944,,https://api.hh.ru/vacancies/93301944?host=hh.ru,https://hh.ru/vacancy/93301944,[],"{'id': '9757724', 'name': 'HuntIT', 'url': 'https://api.hh.ru/employers/9757724', 'alternate_url': 'https://hh.ru/employer/9757724', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1084973.png', '240': 'https://hhcdn.ru/employer-logo/5960522.png', '90': 'https://hhcdn.ru/employer-logo/5960521.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9757724', 'accredited_it_employer': False, 'trusted': True}","{'requirement': '...в <highlighttext>аналитику</highlighttext>. Структурное мышление, умение декомпозировать задачу, способность видеть закономерности в <highlighttext>данных</highlighttext>, глубоко погружаться в них. Наличие навыков в <highlighttext>ML</highlighttext>. ', 'responsibility': 'Построение верхнеуровневой BI-<highlighttext>аналитики</highlighttext> для возможности оценки эффективности трафика. ClickHouse. MySQL. Python для анализа <highlighttext>данных</highlighttext> (pandas, numpy, scipy, plotly, statsmodels...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '10', 'name': 'Аналитик'}]",False,"{'id': 'between1And3', 'name': 'От 1 года до 3 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
9,93293929,False,Data Scientist (uplift),,False,False,"{'id': '146', 'name': 'Сербия', 'url': 'https://api.hh.ru/areas/146'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2024-02-15T15:22:08+0300,2024-02-15T15:22:08+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=93293929,,https://api.hh.ru/vacancies/93293929?host=hh.ru,https://hh.ru/vacancy/93293929,[],"{'id': '9757724', 'name': 'HuntIT', 'url': 'https://api.hh.ru/employers/9757724', 'alternate_url': 'https://hh.ru/employer/9757724', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/1084973.png', '240': 'https://hhcdn.ru/employer-logo/5960522.png', '90': 'https://hhcdn.ru/employer-logo/5960521.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=9757724', 'accredited_it_employer': False, 'trusted': True}","{'requirement': 'Знание статистики, теории вероятностей и теории <highlighttext>машинного</highlighttext> <highlighttext>обучения</highlighttext>. Опыт дизайна и проведения A/B тестов. Опыт построения классических моделей, uplift. ', 'responsibility': '...<highlighttext>ML</highlighttext>-задач на табличных <highlighttext>данных</highlighttext> от постановки до внедрения (uplift моделирование). Поиск точек роста для бизнеса через ресерчи и <highlighttext>ML</highlighttext>. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,"[{'id': '165', 'name': 'Дата-сайентист'}]",False,"{'id': 'between3And6', 'name': 'От 3 до 6 лет'}","{'id': 'full', 'name': 'Полная занятость'}",,False,
